Año,Periodo,Partida,Subpartida,Grupo_id,Grupo,SubGrupo_id,SubGrupo,Cuenta_id,Cuenta,Subcuenta_id,Subcuenta,Valor
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700002,AMORT DE TELEFONO MOVIL GAMA MEDIA_RLH,622.42
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700003,AMORT DE PORTATIL GAMA BASICA PORTATIL_ILA,482.65
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700004,AMORT DE PORTATIL GAMA BASICA PORTATIL_MT,482.65
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700005,AMORT DE PORTATIL COMPACTO GAMA BASICA PORTATIL_LVP,502.76
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700006,AMORT DE MONITORES PANTALLA VISUAL ANCHA_RLH,130.7
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700007,AMORT DE MONITORES PANTALLA VISUAL ANCHA_LVP,130.7
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700008,AMORT DE MONITOR PANTALLA VISUAL ANCHA_AFLC,130.7
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700009,AMORT DE MONITOR PANTALLA VISUAL ANCHA_DBB,141.36
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700010,AMORT DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_MS,495.24
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700011,AMORT DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_DBB,753.17
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700012,AMORT DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_KCS,754.0
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700013,AMORT DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_AFLC,754.0
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700014,AMORT DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_AGD,754.0
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700015,AMORT DE PORTATIL GAMA BASICA PORTATIL_SAG,602.0
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700016, AMORT DE PORTATIL COMPACTO GAMA BASICA PORTATIL_NMF,555.48
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700017,AMORT DE ORDENADOR SOBREMESA GAMA ALTA_RPL,1367.44
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700018,AMORT DE PORTATIL GAMA BASICA PORTATIL_MCL,533.94
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700019,AMORT DE MONITOR PANTALLA VISUAL ANCHA_KSV,127.69
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700020,AMORTIZACO PORTATIL SENCILLO LVP,603.32
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,217,Equipos para procesos de información,21700021,AMORT TELEFONO MOVIL GAMA ALTA 512GB-YPT,1357.0
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160001,AMORTACUM5 ASIENTOS RECLINABLE,-436.14
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160002,AMORTACUM5 MESAS OFICLINEAL,-280.64
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160003,AMORTACUM5 CAJONERAS RODANTES,-252.45
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160004,AMORTACUM4 ARCHIV VERTICAL,-385.69
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160005,AMORTACUM 6 ARCHIVMETAL,-398.34
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160006,AMORTACUM 2 ARMARIOS ALTOS DE PUERTAS,-185.07
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160007,AMORTACUM 4 PUF REDONDO O CUADRADO,-95.49
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160008,AMORTACUM MESA DE JUNTAS DE MEDIDAS 200X120 SOBRE LAMINADO Y PIES METALICOS,-84.92
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160009,AMORTACUM 2 CONJUNTO DE 4 MESAS DE MEDIDAS 120120,-226.4
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160010,AMORTACUM MESA DE 120X80 SOBRE LAMINADOS Y PIES METALICOS,-57.75
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160011,AMORTACUM 2 MESAS ALTAS DE MEDIDAS 120X80X105 SOBRE LAMINADO Y PIES METALICOS,-114.17
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160012,AMORTACUM 6 SILLONES GIRATORIOS EN ACERO CROMADO,-98.89
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160013,AMORTACUM 4 TABURETES REDONDOS EN ACERO CROMADO,-90.58
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160014,AMORTACUM 9 SILLAS DE OFICINA TAPIZADO TRANSPIRABLE EDICION OSCURA,-174.93
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160015,AMORTACUM 4 MESAS DE 120X80 SOBRE LAMINADO Y PIES METALICOS,-160.78
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2816,Amortización acumulada de mobiliario,28160016,AMORTACUM 4 SILLAS DE OFICINA TAPIZADO TRANSPIRABLE EDICION OSCURA,-90.58
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170001,AMORTACUMDE PORTATIL PREMIUM ULTRALIGERO P_RLH,-2281.57
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170002,AMORTACUM DE TELEFONO MOVIL GAMA MEDIA_RLH,-537.87
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170003,AMORTACUM DE PORTATIL GAMA BASICA PORTATIL_ILA,-274.04
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170004,AMORTACUM DE PORTATIL GAMA BASICA PORTATIL_MT,-274.05
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170005,AMORTACUM DE PORTATIL COMPACTO GAMA BASICA PORTATIL_LVP,-276.9
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170006,AMORTACUM DE MONITORES PANTALLA VISUAL ANCHA_RLH,-70.57
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170007,AMORTACUM DE MONITORES PANTALLA VISUAL ANCHA_LVP,-70.58
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170008,AMORTACUM DE MONITORES PANTALLA VISUAL ANCHA_AFLP,-70.57
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170009,AMORTACUM DE MONITOR_DBB,-74.48
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170010,AMORT ACUM DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_MS,-219.98
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170011,AMORT ACUM DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_DBB,-287.07
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170012, AMORT ACUM DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_KSC,-287.07
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170013, AMORT ACUM DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_AFLC,-287.07
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170014,AMORT ACUM DE PORTATIL LIGERO GAMA ECONOMICA PORTATIL_AGD,-287.07
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170015,AMORT ACUM DE PORTATIL GAMA BASICA PORTATIL_SAG,-220.0
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170016,AMORTACUM DE PORTATIL COMPACTO GAMA BASICA PORTATIL_NMF,-157.41
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170017,AMORT ACUM DE ORDENADOR SOBREMESA GAMA ALTA_RPL,-377.0
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170018,AMORT ACUM DE PORTATIL GAMA BASICA PORTATIL_MCL,-110.5
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170019,AMORT ACUM DE MONITOR PANTALLA VISUAL ANCHA_KSV,-13.76
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170020,AMORT ACUM ORDENADOR PORTATIL SENCILLO LVP,-36.5
2023,Anual,ACTIVO,Activo No Corriente,II,Inmovilizado material,2,Instalaciones técnicas y otro inmovilizado material,2817,Amortización acumulada de equipos para procesos de información,28170021,AMORT ACUM TELEFONO MOVIL GAMA ALTA 512GB-YPT,-32.02
2023,Anual,ACTIVO,Activo No Corriente,IV,Inversiones en empresas del grupo y asociadas a largo plazo,1,Instrumentos de patrimonio,2403,Participaciones a largo plazo en empresas del grupo,24030000,PARTICIPACIONES LP EMP GRUPO,3017.0
2023,Anual,ACTIVO,Activo No Corriente,V,Inversiones financieras a largo plazo,5,Otros activos financieros,26,Fianzas y depósitos constituidos a largo plazo,26000001,FIANZA MAQUINA EXPENDEDORA OFICINA AVENIDA DEL CEDRO 12,45.0
2023,Anual,ACTIVO,Activo No Corriente,V,Inversiones financieras a largo plazo,5,Otros activos financieros,26,Fianzas y depósitos constituidos a largo plazo,26000002,FIANZA OFICINA AVENIDA DEL CEDRO 12,1911.0
2023,Anual,ACTIVO,Activo No Corriente,V,Inversiones financieras a largo plazo,5,Otros activos financieros,26,Fianzas y depósitos constituidos a largo plazo,26000003,FIANZA PARKING ESTACIONAMIENTO,136.0
2023,Anual,ACTIVO,Activo No Corriente,V,Inversiones financieras a largo plazo,5,Otros activos financieros,26,Fianzas y depósitos constituidos a largo plazo,26000004,FIANZA AUTOMOVIL TODOCAMINO GAMA MEDIA,349.85
2023,Anual,ACTIVO,Activo No Corriente,VI,Activos por impuesto diferido,5,Otros activos financieros,26,Fianzas y depósitos constituidos a largo plazo,Activos por impuesto diferido,,15342.67
2023,Anual,ACTIVO,Activo No Corriente,VI,Activos por impuesto diferido,5,Otros activos financieros,474,Activos por impuesto diferido,47420000,DCHOSDEDUCY BONI PTES APLI,15342.67
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,3,Deudores varios,440,Deudores,44000000,DEUDORES EUROS,20111.0
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,3,Deudores varios,440,Deudores,44000005,COLIBRI TRADE,1304.93
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,3,Deudores varios,440,Deudores,44000006,VENTUS SOLUTIONS,-589.44
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,3,Deudores varios,440,Deudores,44000007,TOPUPCRAFT,10605.46
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,3,Deudores varios,440,Deudores,44000008,SONORA COMUNICACIONES SA,3169.93
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,3,Deudores varios,440,Deudores,44000009,RECARGA GLOBAL SA,2060.43
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,3,Deudores varios,440,Deudores,44000010,RAPIDPAY,-571.53
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,4,Personal,460,Anticipos de remuneraciones,46000002,CASTRO PEREZ DANIEL,1006.0
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,4,Personal,544,Créditos a corto plazo al personal,54400001, Créditos a corto plazo Carla Núñez Rivas,6033.0
2023,Anual,ACTIVO,Activo Corriente,III,Deudores comerciales y otras cuentas a cobrar,5,Activos por impuesto corriente,4709,Hacienda Pública,47090000,HP DEUDORA DEVOLUC IMPUESTOS,8217.26
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000000,INV FNAS CP INSTRPATRIMONIO,351942.0
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000001,BTC,39256.31
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000002,INVERSION ORBIA- GESTORA GLOBAL RENTA VARIABLE SOSTENIBLE EUR 1035009490,8044.19
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000003,FONDO INVESRIÓN ORBIA-LK CRECIMIENTO FI 5260476455,57429.87
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000004,FONDO INVESRIÓN ORBIA-LK DINAMICO FI 9560205186,14078.0
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000005,FONDO INVERSIÓN ORBIA-LK OBJETIVO 2030 FI 9590184017,27150.0
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000006,FONDO INVERSIÓN-LABORAL ORBIA COMPROMISO PLUS FI 5470118738,6033.0
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000007,FONDO DE INVESRIÓN ORBIA-LK EQUILIBRADO FI 5480156072,66366.0
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,1,Instrumentos de patrimonio,540,Inversiones financieras a corto plazo en instrumentos de patrimonio,54000008,INVERSIÓN ORBIA-RENTA FIJA GLOBAL FONDO CLASE E EUR 0875009490,21116.54
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,5,Otros activos financieros,551,Cuenta corriente con socios y administradores,55100000,CUENTA SOCIO FERNANDO MORALES,130.04
2023,Anual,ACTIVO,Activo Corriente,V,Inversiones financieras a corto plazo,5,Otros activos financieros,551,Cuenta corriente con socios y administradores,55100002,CUENTA SOCIO NEXUS PARTICIPACIONES,4465.0
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200002,BANCO NORTIA CC 705818,103.95
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200003,MERIDIA 518554,321.75
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200006,VENDIA 106454,130042.2
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200011,ALTAVIA,404856.78
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200012,USUARIO CENTRAL 698670,33691.72
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200014,NEXCARD,9782.71
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200015,PAYWELL,36325.52
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200016,ORBIA LABORAL,46670.26
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,57200019,CUENTA PRIMEVA ONE EMPRESAS,22335.57
2023,Anual,ACTIVO,Activo Corriente,VII,Efectivo y otros activos liquidos equivalentes,1,Tesorería,572,Bancos,Total Activo A+B,,1399015.8
2023,Anual,PASIVO,Patrimonio Neto,I,Capital,1,Capital escriturado,100,Capital social,10000000,CAPITAL SOCIAL,427167.0
2023,Anual,PASIVO,Patrimonio Neto,II,Prima de emisión,1,Prima de emisión,110,Prima de emisión o asunción,11000000,PRIMA DE EMISIÓN O ASUNCIÓN,373377.0
2023,Anual,PASIVO,Patrimonio Neto,III,Reservas,1,Legal y estatutarias,112,Reserva legal,11200000,RESERVA LEGAL,40291.47
2023,Anual,PASIVO,Patrimonio Neto,III,Reservas,2,Otras reservas,113,Reservas voluntarias,11300000,RESERVAS VOLUNTARIAS,337009.12
2023,Anual,PASIVO,Patrimonio Neto,VII,Resultado del ejercicio,1,Resultado del ejercicio,129,Resultados del ejercicio,12900000,RESULTADO DEL EJERCICIO,106283.83
2023,Anual,PASIVO,Pasivo No Corriente,II,Deudas a largo plazo,2,Deudas a largo plazo con entidades de crédito,170,Deudas a largo plazo con entidades de crédito,17000001,PRÉSTAMO MERIDIA 2020,10350.47
2023,Anual,PASIVO,Pasivo Corriente,III,Deudas a corto plazo,2,Deudas a corto plazo con entidades de crédito,520,Deudas a corto plazo con entidades de crédito,52000002,PRESTAMO MERIDIA CP,15301.84
2023,Anual,PASIVO,Pasivo Corriente,III,Deudas a corto plazo,2,Deudas a corto plazo con entidades de crédito,520,Deudas a corto plazo con entidades de crédito,52000003,ALTAVIA 3493,72.66
2023,Anual,PASIVO,Pasivo Corriente,V,Acreedores comerciales y otras cuentas a pagar,3,Acreedores varios,41,Acreedores varios,41000003,BRISALINK COMERCIO SL,267.85
2023,Anual,PASIVO,Pasivo Corriente,V,Acreedores comerciales y otras cuentas a pagar,3,Acreedores varios,41,Acreedores varios,41000019,NADIA CORTES VALLE,-1006.0
2023,Anual,PASIVO,Pasivo Corriente,V,Acreedores comerciales y otras cuentas a pagar,3,Acreedores varios,41,Acreedores varios,41000020,NEXAWEB DUBLIN LIMITED,384.39
2023,Anual,PASIVO,Pasivo Corriente,V,Acreedores comerciales y otras cuentas a pagar,3,Acreedores varios,41,Acreedores varios,41000041,ROTABIZ COMPANY SL,-0.1
2023,Anual,PASIVO,Pasivo Corriente,V,Acreedores comerciales y otras cuentas a pagar,3,Acreedores varios,41,Acreedores varios,41000080,DELTA ASESORES,770.8
2023,Anual,PASIVO,Pasivo Corriente,V,Acreedores comerciales y otras cuentas a pagar,3,Acreedores varios,41,Acreedores varios,41000095,SKYDATA REGION LIMITED,469.33
2023,Anual,PASIVO,Pasivo Corriente,V,Acreedores comerciales y otras cuentas a pagar,3,Acreedores varios,41,Acreedores varios,41000141,LOGISTICA NORTE SL,128.6
